INVERTIR	BAIN	15,85	2017-04-13T17:36:00,000000000	0,035
INVERTIR	MDF	0,76	2017-08-28T17:36:00,000000000	0,035
INVERTIR	MDF	0,73	2017-08-23T17:36:00,000000000	0,035
INVERTIR	MDF	0,74	2017-08-11T17:36:00,000000000	0,035
INVERTIR	MDF	0,58	2017-06-23T17:36:00,000000000	0,035
INVERTIR	MDF	0,65	2017-06-16T17:36:00,000000000	0,035
INVERTIR	MDF	0,56	2017-06-09T17:36:00,000000000	0,035
INVERTIR	MDF	0,51	2017-06-08T17:36:00,000000000	0,035
INVERTIR	MDF	0,62	2017-06-07T17:36:00,000000000	0,035
INVERTIR	MDF	0,85	2017-05-24T17:36:00,000000000	0,035
INVERTIR	MDF	0,87	2017-05-23T17:36:00,000000000	0,035
INVERTIR	MDF	0,84	2017-05-22T17:36:00,000000000	0,035
INVERTIR	MDF	0,86	2017-05-19T17:36:00,000000000	0,035
INVERTIR	IBG	24,85	2017-07-12T17:36:00,000000000	0,035
INVERTIR	IBG	25,2	2017-07-11T17:36:00,000000000	0,035
INVERTIR	LBK	0,94	2017-07-11T17:36:00,000000000	0,035
INVERTIR	LBK	0,956	2017-07-07T17:36:00,000000000	0,035
INVERTIR	LBK	0,947	2017-07-05T17:36:00,000000000	0,035
INVERTIR	LBK	0,905	2017-07-03T17:36:00,000000000	0,035
INVERTIR	LBK	0,899	2017-06-30T17:36:00,000000000	0,035
INVERTIR	LBK	0,88	2017-06-29T17:36:00,000000000	0,035
INVERTIR	LBK	0,855	2017-06-28T17:36:00,000000000	0,035
INVERTIR	LBK	0,815	2017-06-27T17:36:00,000000000	0,035
INVERTIR	LBK	0,868	2017-06-19T17:36:00,000000000	0,035
INVERTIR	LBK	0,88	2017-06-16T17:36:00,000000000	0,0
INVERTIR	LBK	0,831	2017-06-15T17:36:00,000000000	0,035
INVERTIR	LBK	0,841	2017-06-14T17:36:00,000000000	0,035
INVERTIR	LBK	0,827	2017-06-13T17:36:00,000000000	0,035
INVERTIR	LBK	0,96	2017-06-12T17:36:00,000000000	-0,09375
INVERTIR	LBK	0,68	2017-06-09T17:36:00,000000000	0,035
INVERTIR	LBK	0,825	2017-06-08T17:36:00,000000000	0,035
INVERTIR	TL5	10,18	2017-07-10T17:36:00,000000000	0,035
INVERTIR	TL5	10,105	2017-07-07T17:36:00,000000000	0,035
INVERTIR	OHL	3,114	2017-07-10T17:36:00,000000000	0,035
INVERTIR	OHL	3,149	2017-07-07T17:36:00,000000000	0,035
INVERTIR	OHL	3,12	2017-07-06T17:36:00,000000000	0,035
INVERTIR	OHL	3,174	2017-07-03T17:36:00,000000000	0,035
INVERTIR	OHL	3,139	2017-06-30T17:36:00,000000000	0,035
INVERTIR	OHL	3,22	2017-06-20T17:36:00,000000000	0,035
INVERTIR	OHL	2,806	2017-06-13T17:36:00,000000000	0,035
INVERTIR	OHL	2,76	2017-06-09T17:36:00,000000000	0,035
INVERTIR	OHL	2,674	2017-06-08T17:36:00,000000000	0,035
INVERTIR	OHL	3,041	2017-06-07T17:36:00,000000000	0,035
INVERTIR	OHL	3,053	2017-06-06T17:36:00,000000000	0,035
INVERTIR	GSJ	2,99	2017-06-08T17:36:00,000000000	0,035
INVERTIR	GSJ	3,15	2017-06-07T17:36:00,000000000	0,035
